"","lat","lon","price","cost","rev"
"111",37.7694563070585,-122.422703330015,2,142.5,570
"112",37.7682995029222,-122.425343134279,30,93.75,11250
"113",37.7644721965642,-122.418477963302,30,44.5,2670
"114",37.7689690558371,-122.410875552192,26,75,3900
"115",37.7594018014082,-122.41813435362,30,125,3750
"116",37.759915820431,-122.419128325156,30,63.5,3810
"117",37.7544637593146,-122.422475824803,30,37.5,2250
"118",37.7498455728061,-122.423942809132,30,250,45000
"119",37.7614406006203,-122.421301787169,27,69.5,3753
"120",37.7532787862666,-122.411810233018,30,34.5,2070
"121",37.7501719732095,-122.417340037819,30,32.5,1950
"122",37.7493688347022,-122.422366398742,30,55,3300
"123",37.7660067039987,-122.418330536872,30,49.3333333333333,4440
"124",37.7486691834411,-122.421393507702,30,82.5,4950
"125",37.7686495427347,-122.424569959524,27,63,5103
"126",37.7660119427653,-122.422968524304,30,150,4500
"127",37.7584574588682,-122.408665399811,21,62.5,5250
"128",37.7579219964974,-122.414118232715,30,41.6666666666667,7500
"129",37.7587736457698,-122.410814504782,30,60,3600
"130",37.7497910554721,-122.408765535643,15,49.5,1485
"131",37.7657301727967,-122.420997569838,30,158,4740
"132",37.7605800151699,-122.42540661069,26,50,2600
"133",37.7673055972373,-122.425420056113,3,62.5,375
"134",37.7588475059121,-122.405945179902,30,80,2400
"135",37.7684541879693,-122.421617208492,2,23,138
"136",37.756969622393,-122.407648705873,18,42.5,1530
"137",37.7484701693076,-122.417237960172,30,50,6000
"138",37.7559798914341,-122.415252100988,9,57.5,1035
"139",37.7703794364642,-122.422252387561,30,47.5,2850
"140",37.7672583524639,-122.422394766065,10,97,1940
"141",37.7600653765727,-122.418656419712,27,53.75,5805
"142",37.7545437666844,-122.411100050152,30,77.5,4650
"143",37.7546912439601,-122.422653191765,30,133.333333333333,24000
"144",37.7523958875857,-122.412940703348,30,22.5,1350
"145",37.7674576007852,-122.423236188418,13,60,1560
"146",37.7579642869332,-122.4197255026,30,25,4500
"147",37.7549539167129,-122.41683090864,23,55,2530
"148",37.7640067144015,-122.41752819907,30,66.6666666666667,12000
"149",37.749916276257,-122.408217317861,17,67.5,2295
"150",37.752435168281,-122.415202768561,30,50,3000
"151",37.7521956399659,-122.417006132089,30,50,3000
"152",37.7546522883965,-122.410175771374,28,40,5600
"153",37.7576701219213,-122.41740785268,29,35,2030
"154",37.7574231308427,-122.423649354151,29,72.5,4205
"155",37.7637450478826,-122.412497566624,30,45,5400
"156",37.757505083804,-122.423501547708,30,50,6000
"157",37.7617304947589,-122.425657898015,1,437.5,1750
"158",37.7552279816171,-122.417917062174,0,150,0
"159",37.7588631207905,-122.423116008449,30,60,9000
"160",37.756319369729,-122.404778953185,29,50,4350
"161",37.7485210624937,-122.42125813895,30,126,3780
"162",37.7557413279426,-122.411558866848,30,16.6666666666667,3000
"163",37.7601232113809,-122.425019668024,30,99,2970
"164",37.7530043484417,-122.403942966375,28,85,2380
"165",37.7529874422779,-122.424247697345,30,75,4500
"166",37.7700288780547,-122.423713365828,1,127.5,255
"167",37.751125864565,-122.423064694409,26,37.5,3900
"168",37.7549819140447,-122.419360943618,30,32.5,1950
"169",37.7599268263966,-122.408211046826,30,60,9000
"170",37.7490592073838,-122.418266596401,30,87.5,21000
"171",37.7690889036239,-122.423982685826,30,34,1020
"172",37.7569518099132,-122.411651579739,13,60,3120
"173",37.7530072699061,-122.404049602423,13,43.75,2275
"174",37.7564667790336,-122.416439102337,30,45.8333333333333,8250
"175",37.7534938405935,-122.419585516637,13,100,7800
"176",37.7531776580794,-122.424494167798,22,42,924
"177",37.7605287058786,-122.409043650878,30,56.25,6750
"178",37.7610838334601,-122.425570979579,30,74.5,4470
"179",37.7684869087281,-122.420663822295,16,62.5,2000
"180",37.7498120695634,-122.415095248674,30,25,1500
"181",37.7576993185537,-122.420055271009,18,57.5,2070
"182",37.7578191113707,-122.410812445403,30,82.5,4950
"183",37.7560348776656,-122.411203685658,8,33.3333333333333,4000
"184",37.7667359808108,-122.424091117626,22,60,2640
"185",37.7494718825491,-122.418561151869,30,100,9000
"186",37.7492317765982,-122.419046569135,27,40,2160
"187",37.7611725582301,-122.419093892817,30,54,3240
"188",37.7572341027092,-122.415038540745,18,81.25,11700
"189",37.7687348606977,-122.424573088047,19,50,1900
"190",37.7695222673176,-122.422893382274,30,62.5,7500
"191",37.7512366296742,-122.410462859346,17,91.6666666666667,9350
"192",37.7586286750711,-122.411789256361,3,63,378
"193",37.7648567316322,-122.425100682869,2,68.2,682
"194",37.7496185509362,-122.420938236331,30,75,2250
"195",37.7686791671986,-122.422539488018,30,137.5,8250
"196",37.7674011547045,-122.422466092128,30,95,2850
"197",37.7518653050977,-122.419460179015,30,70,4200
"198",37.7609755633024,-122.421580791961,30,49.75,5970
"199",37.7615163015765,-122.408212663595,30,60,3600
"200",37.762159823268,-122.420622962199,30,200,6000
"201",37.7504054610964,-122.411078672373,30,41.6666666666667,7500
"202",37.7578338576875,-122.413087396882,23,33,759
"203",37.7590823565405,-122.418195023125,30,60,3600
"204",37.75958898535,-122.421854612635,30,50,7500
"205",37.7532297047409,-122.42489933163,30,75,9000
"206",37.7512115200186,-122.40776313025,0,75.5,0
"207",37.7627785901346,-122.42400509038,30,59.5,3570
"208",37.7501035008559,-122.414981016094,30,38,2280
"209",37.7513648792818,-122.408968454855,30,100,3000
"210",37.7607004366211,-122.407622172823,14,32.6666666666667,1372
"211",37.7537429254542,-122.403430322637,30,65,1950
"212",37.7644375213379,-122.407428930797,29,87.5,5075
"213",37.7672443196439,-122.421289178286,21,39.5,1659
"214",37.7615109608848,-122.422045357468,8,40,640
"215",37.7649047728076,-122.423903633517,30,75,2250
"216",37.7502346323013,-122.414972067038,30,52,1560
"217",37.7587429492967,-122.413272016437,6,41.6666666666667,1500
"218",37.7615990996031,-122.421648939389,30,125,30000
"219",37.7653939374008,-122.418399308646,20,47.5,1900
"220",37.7714245552591,-122.42345052695,30,142.857142857143,30000
"221",37.7596703265252,-122.414786465015,30,54.1666666666667,9750
"222",37.7620742894335,-122.406329409354,30,108.333333333333,19500
"223",37.7575672776556,-122.419394713325,21,65,1365
"224",37.7684740407757,-122.425158396917,5,62.5,625
"225",37.7597584759505,-122.407110495191,3,54.1666666666667,975
"226",37.7598651145741,-122.417540038222,30,37.5,2250
"227",37.75862522434,-122.419638664102,30,39,2340
"228",37.7710900322851,-122.424019072307,0,99.75,0
"229",37.75708418496,-122.408011895262,30,69,6210
"230",37.761502303157,-122.421168379776,29,64,9280
"231",37.7645649296677,-122.413832266516,17,50.5,1717
"232",37.763175524267,-122.407077570226,29,49.5,2871
"233",37.755700830285,-122.423231377465,30,75,9000
"234",37.7487177962846,-122.419909587569,30,101,6060
"235",37.7560840551551,-122.422596085785,9,71,639
"236",37.7617417874751,-122.417533080788,30,53.5,3210
"237",37.7552373769935,-122.421908604843,24,49,4704
"238",37.7623958440424,-122.406561577058,24,70,1680
"239",37.7581389326065,-122.414375624965,30,56.6666666666667,5100
"240",37.7575340790998,-122.410454976057,5,56.25,1125
"241",37.7666713036742,-122.423959332777,30,37.5,6750
"242",37.7660212796272,-122.416500053087,17,49.5,1683
"243",37.75503446314,-122.419069207643,30,32.5,1950
"244",37.7623100990099,-122.419712209152,0,150,0
"245",37.7494615120333,-122.409169437276,30,63.75,7650
"246",37.7629979174453,-122.421704945197,30,47.5,2850
"247",37.7524963525812,-122.409938912414,30,37.5,2250
"248",37.7645081341404,-122.416484200192,30,45,2700
"249",37.7542087357624,-122.417714282298,30,105,3150
"250",37.7672077635651,-122.417120403618,30,6.25,1500
"251",37.7517199911111,-122.413862486056,8,77.1666666666667,3704
"252",37.7555921924996,-122.422786282424,13,48.75,2535
"253",37.7522898070508,-122.415933942212,30,100,6000
"254",37.7602859577889,-122.423414931496,30,69,4140
"255",37.7664913647105,-122.406584595377,30,120,3600
"256",37.7656084979513,-122.42005941864,26,39.8333333333333,6214
"257",37.7513500938289,-122.423502428911,30,70,4200
"258",37.7531574652488,-122.405112827926,30,39,5850
"259",37.7504356085678,-122.413184951978,30,160,4800
"260",37.7663522257508,-122.421143734464,30,32.25,3870
"261",37.7565826526918,-122.416982188063,30,65,7800
"262",37.7676636846522,-122.42467901939,22,100,4400
"263",37.7570182822162,-122.421295221852,29,70,4060
"264",37.7592492547439,-122.423058054398,30,50,9000
"265",37.7626417866688,-122.419942117023,30,84,5040
"266",37.7623578538923,-122.423845888453,3,82.1428571428571,1725
"267",37.7616483389564,-122.420555288912,0,116.666666666667,0
"268",37.765635159767,-122.417460253451,18,67.5,2430
"269",37.7516253373962,-122.417724908324,0,100,0
"270",37.7624914879141,-122.420251823292,8,97,776
"271",37.7674690639484,-122.424128652845,30,69.5,4170
"272",37.7665475886939,-122.422517898329,30,110,3300
"273",37.7693345536673,-122.422649328832,30,150,9000
"274",37.7552200854349,-122.415407621359,30,60,3600
"275",37.7488033910494,-122.421035081335,0,220,0
"276",37.7674248510297,-122.423742989815,30,55,3300
"277",37.7534733711914,-122.419395662106,28,59,8260
"278",37.7568687015673,-122.4146031938,20,55,1100
"279",37.7536602917376,-122.422808612644,30,36.5,6570
"280",37.7594512057659,-122.423356375182,30,81.25,9750
"281",37.7611278044374,-122.422176417298,30,47.5,5700
"282",37.761303816101,-122.408767591366,30,75,2250
"283",37.75072511129,-122.414927487005,22,54.5,2398
"284",37.7651459730806,-122.416075778709,14,49.5,1386
"285",37.7502902484197,-122.421571382703,3,53.3333333333333,480
"286",37.7544657425145,-122.420995264026,30,25,3000
"287",37.752065569487,-122.422024479532,30,49,1470
"288",37.7634693412926,-122.423703050464,30,300,36000
"289",37.7499429333621,-122.417216419341,24,94.5,4536
"290",37.7652116495397,-122.416529328476,11,52.5,1155
"291",37.7501586206732,-122.412897657342,9,65,1755
"292",37.7574258866677,-122.408539194122,29,47.5,5510
"293",37.7605164633625,-122.409636204024,22,87.5,7700
"294",37.7672881488345,-122.415619095541,30,32.5,1950
"295",37.7567545009329,-122.409214241289,30,50,3000
"296",37.7689147725195,-122.417989386292,8,47.5,760
"297",37.7591209619443,-122.424367519471,10,50,2000
"298",37.7655747351672,-122.426238978891,10,125,1250
"299",37.769987708379,-122.422680583646,30,61.25,7350
"300",37.7528483121859,-122.421514439868,30,69.5,4170
"301",37.7622224202762,-122.407837537394,0,47.25,0
"302",37.7564904679756,-122.425506360357,30,125,7500
"303",37.7620023799666,-122.420516678514,12,92.5,2220
"304",37.7552772971465,-122.410477415206,30,62.5,11250
"305",37.7699268870474,-122.422878312629,30,59,3540
"306",37.760946738711,-122.420983324892,28,65,3640
"307",37.7601096115904,-122.418526201336,26,81.75,8502
"308",37.7487449335254,-122.418249072367,8,40,640
"309",37.7541228555042,-122.406234147338,5,87.5,875
"310",37.7530496685013,-122.411753164004,1,70,70
"311",37.755482508452,-122.425220273516,30,61,1830
"312",37.7676045752843,-122.418906300972,30,49.5,2970
"313",37.7606662351252,-122.424637403859,30,62.5,7500
"314",37.7551453773453,-122.419664383149,15,67.5,2025
"315",37.7701262950026,-122.421606701978,30,87.5,5250
"316",37.7651301443729,-122.424164429165,30,42.5,2550
"317",37.7708241502913,-122.422833545973,30,162.5,9750
"318",37.7557034402927,-122.411506136527,30,41.6666666666667,7500
"319",37.7535610421804,-122.410786536749,30,137.5,8250
"320",37.7683052773956,-122.420740984662,10,35,700
"321",37.7527988198283,-122.416689204724,30,75,2250
"322",37.7499430806817,-122.416435556017,30,62.5,7500
"323",37.75114042596,-122.407858765316,30,120,7200
"324",37.7609857506827,-122.421829831961,30,97.5,5850
"325",37.7571710667053,-122.409813026616,30,30,1800
"326",37.7561066911123,-122.418661884548,19,72.5,5510
"327",37.7651065053385,-122.406469330531,30,66,1980
"328",37.7536807593771,-122.420505199868,17,124.5,4233
"329",37.7519202455861,-122.413651332716,30,70,4200
"330",37.7517680126416,-122.415434402406,19,80,3040
"331",37.7576248850367,-122.41932566984,28,99,2772
"332",37.7577658768778,-122.419512666743,30,60,1800
"333",37.7562849314143,-122.423492290606,0,75,0
"334",37.7562905590374,-122.425177532764,30,90,13500
"335",37.7678936166955,-122.420010611986,30,150,9000
"336",37.7581504875042,-122.420927136195,30,87.5,5250
"337",37.7587050792321,-122.40925413019,30,200,24000
"338",37.7536276392976,-122.424042874106,22,99.5,4378
"339",37.753155502031,-122.421249840625,0,237.5,0
"340",37.7519546500058,-122.423666046994,16,65,3120
"341",37.752772774807,-122.415060237738,30,60,3600
"342",37.7508265983738,-122.410725782938,19,47.5,1805
"343",37.7684512445879,-122.422278971761,19,64.5,2451
"344",37.7631215375724,-122.425895478506,0,200,0
"345",37.7539792307559,-122.412054583208,30,27.5,1650
"346",37.7509892984539,-122.412391193043,30,36,5400
"347",37.7512590820146,-122.419590038304,30,45.5,5460
"348",37.7544249493648,-122.422526761927,30,56.25,13500
"349",37.7539202849715,-122.425021667514,30,38.6666666666667,6960
"350",37.7671505625058,-122.417561925149,8,94.5,1512
"351",37.7572560659707,-122.412536874289,23,55,2530
"352",37.7567859810755,-122.411711609202,30,56.25,6750
"353",37.7625874344719,-122.4246365284,17,70.8333333333333,7225
"354",37.7618157438565,-122.421432644517,24,99.5,4776
"355",37.7585714643651,-122.409034733811,30,57.5,3450
"356",37.7650603794429,-122.425211719957,30,45,1350
"357",37.7546520591878,-122.410874770211,30,49.5,2970
"358",37.7490187693661,-122.424846543745,30,60,3600
"359",37.7665382994123,-122.423929923499,30,112,6720
"360",37.7602247235498,-122.420497236669,30,77.5,4650
"361",37.7680716408612,-122.424595043698,30,108.333333333333,19500
"362",37.7651265882863,-122.410400215103,1,50,100
"363",37.7582973906295,-122.419475023793,25,36.6666666666667,5500
"364",37.758705325964,-122.41659461991,30,62.5,11250
"365",37.7579718900947,-122.409601831232,30,40.8333333333333,7350
"366",37.7628226798103,-122.418627605488,30,87.5,10500
"367",37.7592378998547,-122.424594330196,23,47.5,2185
"368",37.7595172530507,-122.421918187721,30,250,45000
"369",37.7577321102644,-122.410430469382,11,57.5,1265
"370",37.7565366056502,-122.419275044487,19,22.25,1691
"371",37.7625885320493,-122.417476426439,6,85,1020
"372",37.7605531557908,-122.420867647745,24,63.3333333333333,4560
"373",37.7575239650775,-122.414683731433,13,50,3900
"374",37.7586165221231,-122.423829021446,30,90,13500
"375",37.7693435544067,-122.422824207561,27,49.75,5373
"376",37.7491193614184,-122.422390274105,0,110,0
"377",37.7528238060406,-122.413038924906,28,82.5,4620
"378",37.758527554124,-122.42387059284,30,50,3000
"379",37.7643132454923,-122.415694692794,30,95,5700
"380",37.7547198799971,-122.410339739013,21,87.5,7350
"381",37.7566781622649,-122.414703286942,2,33,66
"382",37.7555754538699,-122.424740676351,25,97.5,19500
"383",37.7565984851242,-122.41417895308,19,61,5795
"384",37.7529552871182,-122.403842919543,29,47.5,2755
"385",37.769078211844,-122.420319880767,29,44.5,2581
"386",37.7672783979563,-122.422307345384,26,54.5,2834
"387",37.7585259352328,-122.413337100098,21,55,1155
"388",37.7671807022981,-122.420430187225,30,45,4050
"389",37.7557367403213,-122.410804716626,25,60,9000
"390",37.7533987769136,-122.417348668288,30,150,4500
"391",37.759397504194,-122.417726629937,8,50,800
"392",37.7623414995666,-122.415249513033,30,200,12000
"393",37.7608220402183,-122.419164653151,8,24,192
"394",37.7506503294557,-122.419838209144,26,45,5850
"395",37.7602214616773,-122.425507963505,18,70,2520
"396",37.7666282803785,-122.4178154593,30,64,3840
"397",37.7611815246638,-122.419111057733,9,25,1350
"398",37.7508090385054,-122.416374706302,23,49.9166666666667,13777
"399",37.7699978708373,-122.41984144551,19,30,3420
"400",37.7512257341337,-122.423667876501,2,105,420
"401",37.7552489535965,-122.409913753103,28,45,8820
"402",37.7544200472769,-122.409923135803,30,44.5,2670
"403",37.7519259822066,-122.421779091662,26,30,1560
"404",37.7590588167908,-122.421854670128,22,100,4400
"405",37.7613464769308,-122.420762212837,21,57.5,2415
"406",37.7511137764491,-122.413356389715,30,58.3333333333333,5250
"407",37.7666874462263,-122.421126437448,30,103,6180
"408",37.7612032746148,-122.407346423844,24,64.1428571428571,10776
"409",37.7586974840723,-122.41107832915,19,68,5168
"410",37.7614565224816,-122.420426391624,25,37.5,3750
"411",37.7609961707078,-122.421799109935,30,122.5,7350
"412",37.7591399532508,-122.410000205364,30,44.5,2670
"413",37.7700585518706,-122.423142385503,30,37.5,2250
"414",37.7591754357455,-122.40824927398,29,58,1682
"415",37.7676459158409,-122.41968521224,22,100,4400
"416",37.7662261696546,-122.419395790267,30,40,3600
"417",37.7560480263188,-122.415378492982,30,45,1350
"418",37.7622138284284,-122.420322168651,30,62.5,3750
"419",37.7500619605696,-122.407913957075,24,42.5,2040
"420",37.7667037555651,-122.418261289841,22,30,1320
"421",37.7567531858734,-122.42466552512,17,45,1530
"422",37.7634647850354,-122.425003328882,19,72.5,2755
"423",37.7589379645269,-122.419014982248,18,85,3060
"424",37.7580811780226,-122.422341153356,30,34.375,8250
"425",37.7543276497352,-122.410177370861,30,63.3333333333333,5700
"426",37.7565266021913,-122.409217975801,30,32.5,1950
"427",37.7559869814535,-122.422198410891,26,56.25,5850
"428",37.7605691497167,-122.424050981541,30,97.5,5850
"429",37.7499352286884,-122.414520919101,20,39.6666666666667,2380
"430",37.7554675478614,-122.407781801582,30,399,11970
"431",37.7658866934638,-122.415986735388,0,95,0
"432",37.7597173225942,-122.421642462338,17,35,3570
"433",37.7639290451001,-122.418865547785,30,100,12000
"434",37.7603467440516,-122.419406436631,29,110,3190
"435",37.7576500359233,-122.413539280319,29,34.5,2001
"436",37.7544616451903,-122.424024499166,4,42.5,340
"437",37.7499677329521,-122.418868289933,2,115,460
"438",37.7599350828015,-122.420557506748,30,42.5,2550
"439",37.7497093779103,-122.420615393143,30,60,3600
"440",37.7675342088043,-122.421876938171,23,29.6666666666667,2047
"441",37.7692622453316,-122.423993393195,30,25,6000
"442",37.7620007571361,-122.422285221734,0,30,0
"443",37.7514542830866,-122.419014771804,30,80,2400
"444",37.7643870277468,-122.411064450882,0,87.5,0
"445",37.760826312453,-122.420103474728,30,62.5,7500
"446",37.762292359769,-122.420939924783,30,62.5,3750
"447",37.7625553209537,-122.421680644946,15,43,1935
"448",37.7689585618053,-122.424718591961,2,144.5,578
"449",37.7533865165573,-122.422080797302,30,180,5400
"450",37.7510986340882,-122.421502976746,30,50,9000
"451",37.7614031512081,-122.416887023588,30,100,6000
"452",37.7569670219735,-122.420192000502,30,67.5,4050
"453",37.766051426747,-122.420661862759,28,80,2240
"454",37.7617213652503,-122.423035203765,0,45,0
"455",37.7574003680831,-122.420889779731,30,100,3000
"456",37.7549896612177,-122.407340301494,4,39.5,316
"457",37.7645529579234,-122.407950909607,18,47.5,1710
"458",37.7559364459085,-122.409748284886,19,62.375,9481
"459",37.7511750599058,-122.412172033402,0,92.5,0
"460",37.7581821116247,-122.407197423212,29,71.875,16675
"461",37.7558448389347,-122.408769453028,28,41.25,4620
"462",37.7678920590219,-122.417533119068,30,150,45000
"463",37.7601598173077,-122.422646639457,23,71.25,6555
"464",37.7651070998051,-122.422066271139,27,53.5,5778
"465",37.762015028333,-122.418631801779,30,75,4500
"466",37.7567356104492,-122.411087685086,30,147.5,8850
"467",37.7619122868433,-122.423447064915,30,50.5,6060
"468",37.7541319321354,-122.409076633579,30,70,2100
"469",37.7539502463096,-122.415045551232,30,47.5,2850
"470",37.751834319586,-122.418242629318,30,46.6666666666667,4200
"471",37.7593157546763,-122.421208489988,0,36.6666666666667,0
"472",37.7500225164798,-122.414301044828,30,115,20700
"473",37.7497606805347,-122.410122782403,30,75,9000
"474",37.7622215641771,-122.416492762796,28,50,2800
"475",37.7548884069134,-122.410209105244,30,28.75,3450
"476",37.7542696792992,-122.424950164743,24,21,2016
"477",37.755415845904,-122.418127676221,30,75,4500
"478",37.7568665552129,-122.41624018732,10,57,2850
"479",37.7551067848281,-122.415147929031,23,70.8333333333333,9775
"480",37.753853499348,-122.412253538341,2,133.333333333333,2400
"481",37.7485077896213,-122.419619098902,30,87.5,10500
"482",37.7563887745972,-122.415123075064,30,169,5070
"483",37.7605013739152,-122.423168614126,30,65,5850
"484",37.7614317370903,-122.420675893154,30,95,2850
"485",37.7647029348592,-122.422197325252,28,74.5,4172
"486",37.7556446662633,-122.411418508283,23,43,3956
"487",37.7667646200027,-122.419212132217,30,95,5700
"488",37.770877747148,-122.423489828995,30,50,3000
"489",37.7541887463151,-122.415897498908,16,72.5,4640
"490",37.7697415395521,-122.423834414407,1,50,100
"491",37.7556954732752,-122.414486413181,24,62.25,5976
"492",37.764780094459,-122.40680271007,30,95,2850
"493",37.7514756851205,-122.409176743821,21,75,1575
"494",37.7589943601372,-122.40754273834,28,40,2240
"495",37.7550455578893,-122.425238525468,30,200,42000
"496",37.7653796770679,-122.414557071467,20,48.75,3900
"497",37.7646653824911,-122.42470751478,1,60,120
"498",37.7564905978158,-122.414454334393,30,45,2700
"499",37.7554654503232,-122.408953887382,25,87.5,4375
"500",37.7527043058317,-122.411517040098,24,52.5,5040
"501",37.7627667389778,-122.423828486627,30,65,3900
"502",37.7593261860059,-122.419070684655,0,100,0
"503",37.7522147660831,-122.407172150316,30,34.5,2070
"504",37.7580513454246,-122.422554923646,17,75,7650
"505",37.7615768672947,-122.422928042608,30,53.3333333333333,4800
"506",37.7590026451421,-122.421317747823,27,67.5,3645
"507",37.7532180743098,-122.413864062585,26,80,4160
"508",37.7597993751872,-122.420301315557,28,62.5,7000
"509",37.7572752543863,-122.40848882926,18,47.5,1710
"510",37.7594796855216,-122.419328296201,30,50,6000
"511",37.7582781237594,-122.409413050103,30,45,2700
"512",37.7698654645418,-122.425531730232,30,87.5,10500
"513",37.7649530578097,-122.42284391831,2,55,220
